3/10/2024,11:45.3,6
3/10/2024,21:46.0,6
2024-03-11,13:17:55.967692,0
2024-03-11,13:58:22.573406,0
2024-03-11,14:28:58.709046,0
2024-03-11,15:22:26.261463,0
2024-03-11,16:24:39.192942,0
2024-03-11,17:37:25.656437,0
2024-03-11,18:29:16.413942,0
2024-03-11,19:10:43.419789,0
2024-03-11,20:36:48.208443,0
2024-03-11,21:50:18.235910,0
2024-03-12,10:33:47.562429,1
2024-03-12,11:41:17.613071,1
2024-03-12,12:01:18.611684,1
2024-03-12,12:21:19.519489,1
2024-03-12,12:41:20.879935,1
2024-03-12,13:01:21.272556,1
2024-03-12,13:21:22.304995,1
2024-03-12,13:41:23.439852,1
2024-03-12,14:01:24.369699,1
2024-03-12,14:21:25.486073,1
2024-03-12,14:41:26.332576,1
2024-03-12,15:01:27.341580,1
2024-03-12,15:21:28.244085,1
2024-03-12,15:41:29.031025,1
2024-03-12,16:01:29.851124,1
2024-03-12,16:21:30.340207,1
2024-03-12,16:41:31.210038,1
2024-03-12,17:01:31.502664,1
2024-03-12,17:21:31.828342,1
2024-03-12,17:41:32.180644,1
2024-03-12,18:01:32.742164,1
2024-03-12,18:21:33.751776,1
2024-03-12,18:41:34.930907,1
2024-03-12,19:01:36.010939,1
2024-03-12,19:21:36.336048,1
2024-03-12,19:41:36.967475,1
2024-03-12,20:01:37.388784,1
2024-03-12,20:21:38.700810,1
2024-03-12,20:41:39.068665,1
2024-03-12,21:01:39.572298,1
2024-03-12,21:21:39.901684,1
2024-03-12,21:41:40.399758,1
2024-03-12,22:01:41.704430,1
2024-03-12,22:21:42.044798,1
2024-03-12,22:41:42.705732,1
2024-03-13,11:27:01.037547,2
2024-03-13,11:47:01.301328,2
2024-03-13,12:07:02.328657,2
2024-03-13,12:27:03.331044,2
2024-03-13,12:47:04.614808,2
2024-03-13,13:07:05.852015,2
2024-03-13,13:27:06.877824,2
2024-03-13,13:47:07.873389,2
2024-03-13,14:07:08.787548,2
2024-03-13,14:27:09.529050,2
2024-03-13,14:47:10.073031,2
2024-03-13,15:07:10.535306,2
2024-03-13,15:27:10.827701,2
2024-03-13,15:47:12.038701,2
2024-03-13,16:07:12.389452,2
2024-03-13,16:27:13.397756,2
2024-03-13,16:47:13.728528,2
2024-03-13,17:07:14.888167,2
2024-03-13,17:27:16.296736,2
2024-03-13,17:47:16.736770,2
2024-03-13,18:07:17.987381,2
2024-03-13,18:27:19.248838,2
2024-03-13,18:47:19.833588,2
2024-03-13,19:07:20.169271,2
2024-03-13,20:11:12.117235,2
2024-03-13,20:31:12.939206,2
2024-03-13,20:47:39.527143,2
2024-03-13,21:07:40.260903,2
2024-03-13,21:27:40.602021,2
2024-03-13,21:47:41.567857,2
2024-03-13,22:07:42.452254,2
2024-03-13,22:27:43.723820,2
2024-03-13,22:47:45.016385,2
2024-03-14,11:03:17.338293,3
2024-03-14,11:32:12.814758,3
2024-03-14,11:52:12.751316,3
2024-03-14,12:17:31.433738,3
2024-03-14,13:22:51.073988,3
2024-03-14,13:51:32.121503,3
2024-03-14,14:10:58.646776,3
2024-03-14,14:19:08.899959,3
2024-03-14,14:39:36.073365,3
2024-03-14,15:52:46.627037,3
2024-03-14,16:12:47.568852,3
2024-03-14,16:32:48.200267,3
2024-03-14,16:52:48.890523,3
2024-03-14,17:12:49.198808,3
2024-03-14,17:32:50.076946,3
2024-03-14,17:52:50.652250,3
2024-03-14,18:12:50.916182,3
2024-03-14,18:32:51.661482,3
2024-03-14,18:52:52.408560,3
2024-03-14,19:12:53.121401,3
2024-03-14,19:32:53.891884,3
2024-03-14,19:52:54.724536,3
2024-03-14,20:12:55.409565,3
2024-03-14,20:32:56.139568,3
2024-03-14,20:52:56.986778,3
2024-03-14,21:12:57.665443,3
2024-03-14,21:32:58.275262,3
2024-03-14,21:52:59.021720,3
2024-03-14,22:12:59.683797,3
2024-03-14,22:33:00.358911,3
2024-03-19,15:58:10.772344,1
2024-03-19,16:18:10.836395,1
2024-03-19,16:38:11.223299,1
2024-03-19,16:58:11.850881,1
2024-03-19,17:18:12.220817,1
2024-03-19,17:38:13.005622,1
2024-03-19,17:58:13.840084,1
2024-03-19,18:18:15.122348,1
2024-03-19,18:38:16.153335,1
2024-03-19,18:58:16.828891,1
2024-03-19,19:18:17.876562,1
2024-03-19,19:38:18.250337,1
2024-03-19,19:58:18.777938,1
2024-03-19,20:18:19.195676,1
2024-03-19,20:38:19.517575,1
2024-03-19,20:58:19.875870,1
2024-03-19,22:05:43.155036,1
2024-03-20,16:31:40.994956,2
2024-03-20,16:51:41.800955,2
2024-03-20,17:11:42.406637,2
2024-03-20,17:31:43.448028,2
2024-03-20,17:51:44.142445,2
2024-03-20,18:11:45.107019,2
2024-03-20,18:31:46.299560,2
2024-03-20,18:51:47.209957,2
2024-03-20,19:11:47.880361,2
2024-03-20,19:31:48.646224,2
2024-03-20,19:51:49.287524,2
2024-03-20,20:11:49.683756,2
2024-03-20,20:31:50.233968,2
2024-03-20,20:51:51.341808,2
2024-03-20,21:11:52.584114,2
2024-03-20,21:31:53.420636,2
2024-03-20,22:31:49.987823,2
2024-03-21,07:17:53.596800,3
2024-03-21,07:37:54.691553,3
2024-03-21,07:57:55.774263,3
2024-03-21,08:17:56.236495,3
2024-03-21,08:37:57.238808,3
2024-03-21,08:57:58.020368,3
2024-03-21,09:17:58.591063,3
2024-03-21,09:37:59.319633,3
2024-03-21,09:58:00.047234,3
2024-03-21,10:18:00.559027,3
2024-03-21,10:38:01.605025,3
2024-03-21,10:58:01.982322,3
2024-03-21,11:18:02.482783,3
2024-03-21,11:38:02.832020,3
2024-03-21,12:52:28.292211,3
2024-03-21,13:12:29.333717,3
2024-03-21,13:32:30.469031,3
2024-03-21,13:52:31.269790,3
2024-03-21,14:12:31.520238,3
2024-03-21,14:32:32.215523,3
2024-03-21,14:52:33.284886,3
2024-03-21,16:45:42.451665,3
2024-03-21,17:05:43.402306,3
2024-03-21,17:25:44.534298,3
2024-03-21,17:45:45.398745,3
2024-03-21,18:05:46.677082,3
2024-03-21,18:25:47.253519,3
2024-03-21,18:45:47.786628,3
2024-03-21,19:05:48.515101,3
2024-03-21,19:25:49.424760,3
2024-03-21,19:45:50.316007,3
2024-03-21,20:05:51.007425,3
2024-03-21,20:25:52.160884,3
2024-03-21,20:45:52.955151,3
2024-03-21,21:05:53.569238,3
2024-03-21,21:25:54.144067,3
2024-03-21,21:45:55.468526,3
2024-03-21,22:05:55.835604,3
2024-03-21,22:25:56.928975,3
2024-03-21,22:45:57.982081,3
2024-03-22,06:06:22.405483,4
2024-03-22,06:26:23.684256,4
2024-03-22,06:46:24.541991,4
2024-03-22,07:06:25.795432,4
2024-03-22,07:26:26.723719,4
2024-03-22,07:46:27.834247,4
2024-03-22,08:06:28.697914,4
2024-03-22,08:26:29.965735,4
2024-03-22,08:46:30.931437,4
2024-03-22,09:06:32.201853,4
2024-03-22,09:26:33.689581,4
2024-03-22,09:46:34.589642,4
2024-03-22,10:06:35.547859,4
2024-03-22,10:26:37.115256,4
2024-03-22,10:46:37.963097,4
2024-03-22,11:06:38.949249,4
2024-03-22,11:26:39.985330,4
2024-03-22,11:46:40.951807,4
2024-03-22,12:06:41.388972,4
2024-03-22,12:26:42.783636,4
2024-03-22,12:46:43.550043,4
2024-03-22,13:06:45.314859,4
2024-03-22,13:26:45.830872,4
2024-03-22,13:46:47.012891,4
2024-03-22,14:06:48.199052,4
2024-03-22,14:26:49.531409,4
2024-03-22,14:46:49.914970,4
2024-03-22,15:06:51.096049,4
2024-03-22,15:26:51.789747,4
2024-03-22,15:46:53.323117,4
2024-03-22,16:06:54.023701,4
2024-03-22,16:26:54.912406,4
2024-03-22,16:46:55.941492,4
2024-03-22,17:06:56.564920,4
2024-03-22,17:26:58.283627,4
2024-03-22,17:46:59.209446,4
2024-03-22,18:06:59.784486,4
2024-03-22,18:27:00.867824,4
2024-03-22,18:47:01.902930,4
2024-03-22,19:07:03.593875,4
2024-03-22,19:27:04.736894,4
2024-03-22,19:47:06.193519,4
2024-03-22,20:07:07.226335,4
2024-03-22,20:27:08.669156,4
2024-03-22,20:47:09.660470,4
2024-03-22,21:07:10.783744,4
2024-03-22,21:27:11.994742,4
2024-03-22,21:47:12.822838,4
2024-03-22,22:07:13.784900,4
2024-03-22,22:27:15.130715,4
2024-03-22,22:47:15.911401,4
2024-03-23,10:07:55.202800,5
2024-03-23,10:27:56.050522,5
2024-03-23,10:47:57.229213,5
2024-03-23,11:07:58.440519,5
2024-03-23,11:27:59.592065,5
2024-03-23,11:48:00.550512,5
2024-03-23,12:08:01.640791,5
2024-03-23,12:28:02.715101,5
2024-03-23,12:48:03.194684,5
2024-03-23,13:08:03.869638,5
2024-03-23,13:28:05.435990,5
2024-03-23,13:48:06.444449,5
2024-03-23,14:08:07.805976,5
2024-03-23,14:28:09.578029,5
2024-03-23,14:48:11.339060,5
2024-03-23,15:08:13.464080,5
2024-03-23,15:28:14.636440,5
2024-03-23,15:48:15.808059,5
2024-03-23,16:08:18.212216,5
2024-03-23,16:28:19.558556,5
2024-03-23,16:48:22.481220,5
2024-03-23,17:08:24.943031,5
2024-03-23,17:28:25.456714,5
2024-03-23,17:48:27.659803,5
2024-03-23,18:08:28.731008,5
2024-03-23,18:28:29.560321,5
2024-03-23,18:48:31.036531,5
2024-03-23,19:08:32.479886,5
